ID,company_name,city,state,location,size,website,industry,description,revenue,founded,company_type,logo_url
478,OluKai,Irvine,CA,"Irvine, CA",51-200 employees,http://olukai.com/,Spectator Sports,"OluKai is a sought after lifestyle brand that believes everyone, no matter where they are, can live Aloha. OluKai products feature thoughtful design elements and handcrafted details inspired by the ocean lifestyle. We are committed to partnering with best-of-class retailers with whom we share an unwavering pursuit of delivering excellent consumer experiences. OluKai's spirit is shared by others through the Ama OluKai Foundation, a 501(c)(3) created to formalize the company’s giveback initiatives. Every OluKai sold supports Ama OluKai Foundation’s mission in Hawai‘i. For more information visit www.OluKai.com or #AnywhereAloha.

As a member of our family, you will experience our unique culture and outstanding total rewards package, here are just a few of our perks: intellectually challenging problems to solve in a casual work environment, regular beach days, onsite wellness program, fresh gourmet breakfast and lunch prepared by our in house Chef, dog friendly environment, professional development and a diverse and inclusive culture.

OluKai is headquartered in Orange County, CA, along with our partner brands Kaenon, melin and Roark. For more information visit our company site at www.olukai.com, our social media channels @OluKai or our career site at www.olukai.com/careers",Unknown,2005.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGN9Uoo4_8N5w/company-logo_200_200/0/1526061945328?e=1677715200&v=beta&t=Oys2xrKMV4cUTPSzlhiNlAV4Cp_EOLGNu318oY7YEIM
479,Big Shoulders Fund,Chicago,IL,"Chicago, IL",11-50 employees,http://www.bigshouldersfund.org/,Non-profit Organizations,"Big Shoulders Fund is an independent charitable organization that serves schools with demonstrated need, which provide a quality, values-based education for Chicago’s children, thereby contributing to stronger communities.

One hundred percent of funds currently raised support four major areas – scholarships and enrichment, operational improvements, academic programs, and leadership development– with the goal of not just strengthening schools, but whole communities, and preparing students for life-long success.",Unknown,1986.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHSdbTjxj0ZxA/company-logo_200_200/0/1519911325724?e=1677715200&v=beta&t=X4iVOUotohzc-k5G5crmrObRpSNWbyouQkuwOEV7FhY
480,Way,Austin,TX,"Austin, TX",11-50 employees,http://way.co/,Software Development,"Welcome to Way.

We have a single, salient focus:

We do everything possible to unlock the power of incredible brand activations.

Our software makes it fast and easy.

But it’s our people, our relationships and our culture that make it truly special.

Together, we offer clients more than a simple solution to brand activations.

We’ve created an entirely new category only we can claim.

One that will help our clients grow and expand.

One that will build brands and connections.

One that will inspire the brand activations of tomorrow.

We are way.

The one and only.",Unknown,2020.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHvI_W8caFtzQ/company-logo_200_200/0/1623172130882?e=1677715200&v=beta&t=s6VejzwbVR5wIMZ2Tr6Itq9GqPiLPLHay_YkzxaoKcs
481,JLL,Chicago,IL,"Chicago, Illinois","10,001+ employees",http://co.jll/QfCO50LcIa9/,Real Estate,"We’re a leading professional services firm that specializes in real estate and investment management. JLL shapes the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. 

We want the most ambitious clients to work with us, and the most ambitious people to work for us. Join us. ",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEmcAw4Qz9iLA/company-logo_200_200/0/1614656716530?e=1677715200&v=beta&t=7u3r8iS3AbZ4hKTcRwS9LT9enTZvc_h4hxqluZ7zo_M
482,International Rescue Committee,New York,NY,"New York, NY","5,001-10,000 employees",http://www.rescue.org/,Non-profit Organizations,"The International Rescue Committee responds to the world’s worst humanitarian crises and help people to survive, recover, and gain control of their future. 

Founded in 1933 at the request of Albert Einstein, the IRC offers lifesaving care and life-changing assistance to refugees and displaced people forced to flee from war or disaster.

At work today in over 40+ countries and in 29 U.S. cities, the IRC restores safety, dignity and hope to millions who are uprooted and struggling to endure.",Unknown,1933.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGQf6U3mztrvg/company-logo_200_200/0/1522173173886?e=1677715200&v=beta&t=AsfacWS6Lux-X51PHDgHnbzHq2DeyQfZrok4r5WDEnc
483,Rockstar Games,New York,NY,"New York, New York","1,001-5,000 employees",http://www.rockstargames.com/,Computer Games,"Want to be a part of the team responsible for creating and publishing some of the most popular and critically-acclaimed games in the world including franchises such as Grand Theft Auto, Max Payne, Red Dead, and more?

At Rockstar Games, we focus intently on quality and content to proudly produce exactly the kind of games we would want to play ourselves.

A career at Rockstar Games is about passion and commitment, to the projects and to each other, all while working on some of the most creatively rewarding and challenging projects to be found in any entertainment medium with some of the most talented people in the industry.

We offer successful candidates a highly competitive salary and compensation package including a comprehensive benefits package for all full-time hires. 

Rockstar Games is an equal opportunity employer.

If you have any questions about Rockstar Games unrelated to job opportunities, please direct them to mouthoff@rockstargames.com or visit rockstargames.com/newswire",Unknown,1998.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGBAhxCc6Og5Q/company-logo_200_200/0/1549643523336?e=1677715200&v=beta&t=3m8prFIMLyMeA8dnW2lTfhiysKkw3eCVAiFXivvHq14
484,Gulf Island,Houston,TX,"Houston, TX","1,001-5,000 employees",https://www.gulfisland.com/,Oil and Gas,"At Gulf Island, our goal is to exceed customer expectations by bringing together a legacy of industry leadership with an unyielding commitment to quality and safety in the fabrication of complex steel structures and marine vessels and offshore and onshore services. From fabrication to providing technical support, and other expert services, we have a history of building customer success, safely and reliably.",Unknown,1985.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQH1ugftB9HN1w/company-logo_200_200/0/1604090611498?e=1677715200&v=beta&t=B8IQWmO-kaiSw2LMO-djP73Jj5-nBo2cmJ6I72zMqoU
485,Texas Paint & Fabrication,Liberty Hill,TX,"Liberty Hill, Texas",2-10 employees,http://www.texaspaintandfab.com/,Construction,"""We Keep Your Equipment Looking Sharp""

TPF is Texas's First Paint and Fabrication shop specializing in repair with construction equipment.  Save your company thousands of dollars: repair instead of replace/sell.

Texas Paint and Fabrication services include:

Repainting scratched, faded, peeling, flaking equipment.
Repairing damaged equipment from cracks, dents, holes.
Sell/Buy Back Program for new and used equipment panels.
Pick up and delivery of all equipment included in estimates.

Our company offers high quality paint, fiberglass, and epoxy to repair your tools.  With 15 years of experience, this makes us your first choice for equipment repair.  We know how important it is to save money and have a quality job that will put your equipment back in the field as soon as possible.  Be sure to call us for an estimate.",Unknown,2014.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE02kdVYH5lQA/company-logo_200_200/0/1590168810642?e=1677715200&v=beta&t=AniVAjVEdacHmNeybIo2JncVKx0ASyI1sNoaomwaphw
486,Aggreko,Unknown,Unknown,Unknown,"5,001-10,000 employees",https://www.aggreko.com/,Utilities,"Welcome to the Aggreko LinkedIn page. Working at Aggreko is more than just a job. We care about the people who work with us and want to ensure that our employees have a fulfilling career, work in a safe environment, are happy and share our values.

We encourage all our employees to expand their skills and knowledge, so you are able to grow and become the future of our business.

We welcome employees from all backgrounds, disciplines and abilities, to assist us in achieving our global goals. So are you ready to join a remarkable team of exceptional people?",Unknown,1962.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGR-VOk7wLALA/company-logo_200_200/0/1634579178125?e=1677715200&v=beta&t=MFCedPmlXaHgSCkDDSlZzdBDS04TjsgWe-PZhZLvSpU
487,Consumers Energy,Jackson,MI,"Jackson, Michigan","5,001-10,000 employees",https://careers.consumersenergy.com/,Utilities,"We are Consumers Energy, Michigan’s energy provider and the career destination for driven professionals serious about service. This sense of service makes us unique, and Consumers Energy employees know it. We all perform an essential role, and we all benefit from a satisfaction rarely found in a job. Join our 7,500 dedicated employees in diverse careers that extend from Traverse City to Adrian.

We offer more than just jobs at Consumers Energy. We provide careers with development, growth and stability. We’ll be working together in one of the most dynamic industries in the world. You’ll help us generate energy more safely, more efficiently and through the use of more sustainable sources.

The job requirements? Simple. Be passionate about what you do. Be proud of the opportunity to provide an essential service to your neighbors. Be curious and ambitious. Be there for your co-workers when they need you.

Be energetic, and bring your energy to Consumers Energy. The people of Michigan are counting on us.",Unknown,1886.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHmF93zcI3UQQ/company-logo_200_200/0/1519856526213?e=1677715200&v=beta&t=3C3QZ6MC-1lT4P7nZHLcC5fhRV3m4k31PEQToC4LpX0
