name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url,
Infineon Technologies,"https://www.glassdoor.com/Overview/Working-at-Infineon-Technologies-EI_IE8915.11,32.htm","Neubiberg, Germany",10000+ Employees,1999,Company - Public (IFNNY),Electronics Manufacturing,"Infineon Technologies focuses on the three central challenges facing modern society: Energy Efficiency, Mobility and Security and offers semiconductors and system solutions for automotive and industrial electronics and chip card and security applications.

Infineon’s products stand out for their reliability, their quality excellence and their innovative and leading-edge technology in analog and mixed signal, RF and power as well as embedded control.

With a global presence, Infineon operates through its subsidiaries in the USA from Milpitas, California, in the Asia-Pacific region from Singapore, and in Japan from Tokyo.

In 2020 Infineon acquired Cypress Semiconductor Corp which was based in San José, California. With about 5,800 employees worldwide and revenues of about 2.5 billion US dollars Cypress fitted in an excellent way to Infineon forming the base for a successful transaction. With the acquisition, Infineon is able to offer the industry’s most comprehensive portfolio for linking the real with the digital world and shaping digitalization.",$10+ billion (USD),http://www.infineon.com/,
Acara Solutions,"https://www.glassdoor.com/Overview/Working-at-Acara-Solutions-EI_IE739706.11,26.htm","Williamsville, NY",10000+ Employees,1957,Company - Private,HR Consulting,"Acara is a premier provider of recruiting and workforce solutions—we help companies compete for talent. With a legacy of experience in a variety of industries around the world, we partner with clients, listen to their needs, and customize visionary talent solutions that drive desired business outcomes. We leverage decades of experience to deliver contingent staffing, direct placement, executive search, employer branding, and workforce services worldwide.

Through our contingent staffing, direct placement, contract-to-direct, executive search, and payrolling services, we continue to connect people and business in ways that change lives.

About Acara Solutions India:
Acara Solutions India Private Limited is an award-winning staffing and recruiting firm offering a full range of customized talent solutions, including contingent staffing, direct placement, payrolling, contract-to-direct, executive search, and recruitment process outsourcing. We are headquartered in Chennai with a regional office in Bangalore and a presence in Pune. Acara serves as a trusted staffing partner to companies across all industries. Acara is part of Aleron, a group of companies that have been delivering workforce and business solutions for more than 60 years.

At Acara India, we bring top talent to you. For more information, please visit acarasolutions.in.",Unknown / Non-Applicable,http://www.acarasolutions.com/,
ektello,"https://www.glassdoor.com/Overview/Working-at-ektello-EI_IE814442.11,18.htm","Troy, MI",201 to 500 Employees,2011,Company - Private,HR Consulting,"ektello is a national staffing firm that places Creative, Marketing, Digital & Information Technology talent. With a team of experienced industry veterans we have developed a global network to ensure great service for our talent network and our clients. We provide business savvy, creative and technically proficient individuals great opportunities to grow their careers.

At ektello it’s all about delivering the best experience for both our talent and clients. Our goal is to create the most seamless career search and hiring process, while always providing the most experienced talent.

Services include: Contractor, Contract to Hire, Direct Hire and Statement-of-Work in the following job categories.

Advertising & Marketing
Analysis
Architecture
Back-end Development & Programming
Copy & Content
Data Development & Management
Digital Design
Digital Marketing
Front-end Development
Graphic Design
Information Technology Management
Network/Systems
Project Management
User Experience",$5 to $25 million (USD),http://www.ektello.com/,
Connecticut Orthopaedics,"https://www.glassdoor.com/Overview/Working-at-Connecticut-Orthopaedic-Specialists-EI_IE1169631.11,46.htm","Branford, CT",51 to 200 Employees,,Private Practice / Firm,,,$5 to $25 million (USD),http://www.ct-ortho.com/,
Fayetteville Public Works Commission,"https://www.glassdoor.com/Overview/Working-at-Public-Works-Commission-of-Fayetteville-EI_IE25048.11,50.htm","Fayetteville, NC",501 to 1000 Employees,1905,Government,Energy & Utilities,"PWC is proud to be Fayetteville’s Hometown Utility and provide the highest quality and reliable electric, water and sewer services with rates that are among the lowest in the state. As a public power provider, PWC is customer-focused, locally owned & operated and takes pride in being a good neighbor who is committed to quality services, reliability, conservation, safety and the environment.",$100 to $500 million (USD),http://www.faypwc.com/,
Verizon,"https://www.glassdoor.com/Overview/Working-at-Verizon-EI_IE89.11,18.htm","New York, NY",10000+ Employees,2000,Company - Public (VZ),Telecommunications Services,"Dream it. Build it. Do it here.

Verizon is one of the world’s leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to move the world forward - collectively building the network America relies on most. Here, we have the ability to learn and grow at the speed of technology, the space to create within every role, and the opportunity to shape a rewarding career.

Together, we have a responsibility to our people and the world. From diversity and inclusion to equity and sustainability, we're committed to creating meaningful change and believe that diversity makes us stronger. That’s why we can celebrate 60% employee diversity in our workforce.

If you want to move your career forward, join our V Teamers who are doing it every day.

www.verizon.com/careers",$10+ billion (USD),http://verizon.com/jobs,
"Business Information Group, Inc.","https://www.glassdoor.com/Overview/Working-at-Business-Information-Group-EI_IE1474808.11,37.htm","York, PA",51 to 200 Employees,1992,Company - Private,Information Technology Support Services,"Business Information Group (BIG) is a leading provider of IT services, software consulting, and wireless technologies in Central Pennsylvania.

Our networking & security team is skilled at designing, installing, maintaining, and protecting your company’s network infrastructure. We offer managed IT, network consulting & assessments, data backup and recovery, and cybersecurity protection for firms of all sizes. All our managed networks are monitored 24/7/365 by our Network Operations Center (NOC).

BIG’s Software Consulting division is here to help your company run more efficiently with custom software applications. We specialize in implementing and customizing ERP systems for the architecture, engineering, and construction industries. As a Viewpoint implementation partner, we are experts at supporting Vista, Spectrum, and the Viewpoint suite of cloud-based construction management softwares. Our software engineers can also develop customized reports, mobile applications, and software integrations.

BIG Wireless is the leading expert in wireless technologies. We’ve worked with the world’s largest brands, events, and institutions to ensure guests and customers have access to wireless connectivity. We design, install, and maintain large-scale indoor and outdoor WiFi networks for event venues, college campuses, multi dwelling units, cities, and businesses. Our capabilities include point-to-point backhaul, point-to-multipoint distribution, BDA/DAS in-building coverage, utility smart grids, video surveillance, public safety, and leased line replacement. Every network we manage is monitored by our 24/7/365 NOC.

Headquartered in York, PA, Business Information Group serves clients nationally as well as in Central Pennsylvania. BIG has been named one of the Top Private Companies in Central PA and received the Reader’s Award as One of the Best IT and Tech Support Companies in Central PA – both from the Central Penn Business Journal.

Visit our website to learn more about our services and to see recent projects we’ve completed. Contact BIG to start a conversation about how we can help your business grow through technology.",Unknown / Non-Applicable,http://www.businessinformationgroup.com/,
Fidelity TalentSource,"https://www.glassdoor.com/Overview/Working-at-Fidelity-TalentSource-EI_IE30834.11,32.htm","Boston, MA",51 to 200 Employees,1986,Company - Private,HR Consulting,"Fidelity TalentSource is the in-house temporary staffing provider for Fidelity Investments, one of the largest and most diversified global financial services firms in the industry. We welcome individuals from all backgrounds, including technology and customer service, to fill assignments across Fidelity’s U.S.-based regional and investor center locations. If you would like to experience Fidelity’s supportive and collaborative culture while expanding your skill set and developing your professional network, consider a role with Fidelity TalentSource.

Apply for your next role today at FTSJobs.com.",Unknown / Non-Applicable,http://www.fidelitytalentsource.com/,
Fora Financial LLC,"https://www.glassdoor.com/Overview/Working-at-Fora-Financial-EI_IE851291.11,25.htm","New York, NY",51 to 200 Employees,2008,Company - Private,Banking & Lending,"Fora Financial is a leading business financing lender that has provided over $3 billion to more than 35,000 business owners nationwide. We provide flexible, fast financing to small and mid-sized businesses so that they can invest in their operations however they see fit.

Since its inception in 2008, Fora Financial has grown from two founders to more than 200 employees. Located in new offices in New York and Miami, the Fora Financial team is responsible for providing our clients with personalized consultative support. We are a partner-centric organization, and we pride ourselves on supporting the small business community.",$25 to $100 million (USD),http://www.forafinancial.com/,
"TDI Technologies, Inc.","https://www.glassdoor.com/Overview/Working-at-TDI-Technologies-EI_IE1723284.11,27.htm","King of Prussia, PA",51 to 200 Employees,1988,Company - Private,Computer Hardware Development,"Founded in 1988, TDI fulfilled a need for the rapid delivery of high-quality technical documentation for the Naval Air Systems Command (NAVAIR). Our responsibilities expanded to Space and Naval Warfare Systems Command (SPAWAR). In 1993, we began supporting Foreign Military Sales programs. Through the years, TDI continued to provide operational, technical, and management support for various Navy programs and commercial applications, by utilizing our proprietary technology and experienced technical workforce. Since 2003, TDI has expanded our core competencies to include Research and Development, Cyber Security, Engineering, and Software Development.

TDI represents a team of innovative professionals who provide operational, technical, and management support for various customers. We provide technology-driven solutions that are focused around core competencies in research and development, cybersecurity, software development, and engineering services.",Unknown / Non-Applicable,http://www.tditek.com/,
Trader Joe's,"https://www.glassdoor.com/Overview/Working-at-Trader-Joe-s-EI_IE5631.11,23.htm","Monrovia, CA",10000+ Employees,1967,Company - Private,Grocery Stores,"When it comes to grocery chains, Trader Joe's isn't your average Joe.

The company has 500+ stores in 42 states and over 40,000 employees dubbed “Crew Members”. The Crew Members are hard-working, fun people—people with a passion for food, learning, and creating an outstanding experience for their customers.

There are more than 3000 unique and everyday items in their private label, all at honest everyday low prices. Packaging innovative, hard-to-find, great-tasting foods under the “Trader Joe’s” name allows the company to cut costs and pass along the savings to their customers. And that’s important, because “Value” is a concept Trader Joe’s takes very seriously.",$10+ billion (USD),http://www.traderjoes.com/,
Bloomberg,"https://www.glassdoor.com/Overview/Working-at-Bloomberg-L-P-EI_IE3096.11,24.htm","New York, NY",10000+ Employees,1981,Company - Private,Computer Hardware Development,"Born in 1981, Bloomberg is the world's primary distributor of financial data and a top news provider of the 21st century. A global information and technology company, we use our dynamic network of data, ideas and analysis to solve difficult problems. Our customers around the world rely on us to deliver accurate, real-time business and market information that helps them make important financial decisions.",Unknown / Non-Applicable,http://www.bloomberg.com/,
Alterra Mountain Company,"https://www.glassdoor.com/Overview/Working-at-Alterra-Mountain-Company-EI_IE1964544.11,35.htm","Denver, CO",10000+ Employees,2018,Company - Private,Sports & Recreation,"Alterra Mountain Company is a family of 15 iconic year-round mountain destinations, the world’s largest heli-skiing operation, and Ikon Pass - the premier ski and snowboard season pass offering access to more than 50 iconic mountain destinations around the world.

Headquartered in Denver, Colorado and born out of a shared love of the mountains and adventure, the company has brought together some of the world’s most aspirational brands, including: Steamboat and Winter Park in Colorado; Palisades Tahoe, Mammoth Mountain, June Mountain and Big Bear Mountain Resort in California; Stratton Mountain and Sugarbush Resort in Vermont; Snowshoe Mountain in West Virginia; Tremblant in Quebec and Blue Mountain in Ontario, Canada; Crystal Mountain in Washington; Deer Valley Resort and Solitude Mountain Resort in Utah; and CMH Heli-Skiing & Summer Adventures in British Columbia. Also included in the portfolio is Alpine Aerotech, a worldwide helicopter support and maintenance service center in British Columbia, Canada, and Aspenware, the ski industry leader in technology services and e-commerce, and Ski Butlers, the global leader in ski and snowboard rental delivery.

A career with Alterra Mountain Company is more than what you do today; it’s being part of creating a community rooted in the spirit of the mountains, united by a passion for adventure, and celebrating the legendary adventures and enduring memories that mountains bring to everyone.",Unknown / Non-Applicable,http://www.alterramtnco.com/,
Media News Group,"https://www.glassdoor.com/Overview/Working-at-MediaNews-Group-EI_IE3288.11,26.htm","Denver, CO",10000+ Employees,1987,Company - Private,Publishing,"MediaNews Group has part of the news media in its folds. The company operates more than 50 daily newspapers serving markets in about a dozen states. Its portfolio includes The Denver Post, the St. Paul Pioneer Press, and the San Jose Mercury News. The papers boast a total circulation of about 2.5 million. MediaNews also operates websites for all of its papers, hosted and supported by its MediaNews Group Interactive division. The company also owns a CBS affiliate TV station in Anchorage, Alaska, and four radio stations in Texas. Holding company Affiliated Media, which owns MediaNews, entered then later emerged from bankruptcy in 2010.",$500 million to $1 billion (USD),http://www.medianewsgroup.com/,
"Point Digital Finance, Inc.","https://www.glassdoor.com/Overview/Working-at-Point-EI_IE1583697.11,16.htm","Palo Alto, CA",201 to 500 Employees,2015,Company - Private,Real Estate,"Point is the first FinTech platform where homeowners can sell equity in their homes, giving investors access to a new asset class – owner-occupied residential real estate. Historically, the only way a homeowner could unlock the wealth in their home was to take on further debt. Now with Point, they can de-leverage and diversify their wealth so they can invest in their small businesses, make home repairs, pay off debt, or go back to school. Point is the first consumer finance product that is truly aligned with the customer. When the homeowner does well, Point and its investors do well.

We are a well-financed, fast-growing startup backed by top investors like Andreessen Horowitz, located in downtown Palo Alto just minutes from Caltrain. Point's founders have previously started TrialPay (acquired by Visa), Yub (acquired by Coupons.com), Metails (acquired by Buy.com), SiteAdvisor (acquired by McAfee), Affirm, SendGrid, and TXN.",Unknown / Non-Applicable,http://www.point.com/,
American Red Cross,"https://www.glassdoor.com/Overview/Working-at-American-Red-Cross-EI_IE2707.11,29.htm","Washington, DC",10000+ Employees,1881,Nonprofit Organization,Civic & Social Services,"The humanitarian mission of the American Red Cross connects us to people and communities across the nation and around the world. The common bonds of humanity and compassion unite us together, not just in the face of emergencies and disasters, but in helping our neighbors every day.


Since being founded by Clara Barton in 1881, the Red Cross has been a consistent lifeline for people when they need us the most. The depth and breadth of our services – whenever and wherever they're called for – is unmatched by any organization in the world.",$1 to $5 billion (USD),http://www.redcross.org/,
Paula's Choice Skincare,"https://www.glassdoor.com/Overview/Working-at-Paula-s-Choice-EI_IE222183.11,25.htm","Seattle, WA",51 to 200 Employees,1995,Company - Private,Beauty & Personal Accessories Stores,"Paula’s Choice is Your Right Choice!

Paula’s Choice Skincare is multinational brand that is 26 years strong! Our vision is to empower and enable people around the world with highly effective products and in-depth knowledge to achieve their own definition of beautiful. We question ingredients, follow the facts and stand up for the customer, because we’re in this journey together.",Unknown / Non-Applicable,http://www.paulaschoice.com/,
"The Travelers Companies, Inc.","https://www.glassdoor.com/Overview/Working-at-Travelers-EI_IE1904.11,20.htm","Hartford, CT",10000+ Employees,1853,Company - Public (TRV),Insurance Carriers,"When you work at Travelers, life’s most important moments become your life’s work. That means helping families feel secure, businesses to prosper, knowing that you’ve made a difference, and feeling like you belong to something bigger. It also means being part of a team of talented and passionate people that are evolving to meet changing needs – from customer service to data science and beyond.

Founded in 1853, The Travelers Companies, Inc. is a leading provider of property and casualty insurance for auto, home and business. Our expertise and focus on innovation have made us a leader in personal, business and specialty insurance and the only property casualty company in the Dow Jones Industrial Average. Every day, our approximately 30,000 employees and 13,500 independent agents and brokers in the United States, Canada, the United Kingdom and Ireland help provide peace of mind to our customers.

Travelers is deeply committed to giving back to the communities where its employees, customers and agents live and work. Through corporate funding and the Travelers Foundation, the company focuses its philanthropic giving on supporting academic and career success, developing thriving neighborhoods and enhancing lives through arts and culture. Travelers contributed more than $24 million in 2019 toward these important causes, and more than $223 million over the past decade. Travelers employees also logged nearly 130,000 hours of volunteer time in 2019.

At Travelers, our business is all about people. We know that our success depends on fostering a welcoming environment that brings together people with different backgrounds and perspectives. By doing so, we embrace new ideas and innovations, and a culture where employees feel valued, respected, and supported. Travelers has been recognized as a Best Place to Work for LGBTQ Equality, Disability Inclusion, and as a Military Friendly and Best Place for Vets Employer.

Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for more than 165 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.",$10+ billion (USD),http://www.travelers.com/,
Colgate-Palmolive,"https://www.glassdoor.com/Overview/Working-at-Colgate-Palmolive-EI_IE162.11,28.htm","New York, NY",10000+ Employees,1806,Company - Public (CL),Consumer Product Manufacturing,"Colgate-Palmolive Company is a caring, innovative growth company reimagining a healthier future for all people, their pets and our planet. Focused on Oral Care, Personal Care, Home Care and Pet Nutrition, we sell our products in more than 200 countries and territories under brands such as Colgate, Palmolive, elmex, hello, meridol, Sorriso, Tom’s of Maine, EltaMD, Filorga, Irish Spring, PCA SKIN, Protex, Sanex, Softsoap, Speed Stick, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet and Hill’s Prescription Diet.

We are recognized for our leadership and innovation in promoting sustainability and community wellbeing, including our achievements in decreasing plastic waste and promoting recyclability, saving water, conserving natural resources and improving children’s oral health through the Colgate Bright Smiles, Bright Futures program, which has reached more than 1.4 billion children since 1991.

For more information about Colgate-Palmolive's global business and how we are building a future to smile about,visit our website at www.ColgatePalmolive.com. To learn more about Colgate Bright Smiles, Bright Futures, Colgate's global oral health education program, please visit www.ColgateBSBF.com.

Connect with us:
Linkedin- Colgate Palmolive
@ColgateCareers
YouTube.com/ColgatePalmoliveJobs

Specialties
Oral Care, Personal Care, Skin Health, Home Care and Pet Nutrition",$10+ billion (USD),http://www.colgatepalmolive.com/,
QIAGEN,"https://www.glassdoor.com/Overview/Working-at-QIAGEN-EI_IE6170.11,17.htm","Germantown, MD",1001 to 5000 Employees,1984,Company - Public (QGEN),Biotech & Pharmaceuticals,"5,200 QIAGEN employees, based in more than 35 countries.
Our people share a collaborative, truly global culture – plus a commitment to making improvements in life possible.

QIAGEN serves more than 500,000 customers around the globe, all seeking insights from the building blocks of life – DNA, RNA and proteins. We deliver Sample to Insight solutions for molecular testing, propelling QIAGEN customers from start to finish to unlock new insights.

Our product portfolio spans the full range of molecular testing applications. We lead the world in products to extract, purify and stabilize DNA, RNA and protein from biological samples, even the most difficult, a critical first step in each customer’s quest to generate new insights. Our novel testing technologies can target single molecular variants – or hundreds. QIAGEN software analyzes and interprets vast amounts of data to deliver valuable insights. Our automation systems bring together all of these steps in seamless end-to-end workflows.",$1 to $5 billion (USD),http://www.qiagen.com/,
Opensignal,"https://www.glassdoor.com/Overview/Working-at-Opensignal-EI_IE723974.11,21.htm","Boston, MA",51 to 200 Employees,2010,Company - Private,Business Consulting,"Opensignal is the leading global provider of independent insight and data into network experience and market performance. Our user-centric approach allows communication providers to constantly improve their network and maximise commercial performance. Leading analysts, investors and financial institutions place a high value on our independent analysis and we are regular contributors to their reports.

Real network experience is our focus and ultimately that’s what influences customer choice. Our mission is to advance connectivity for all and here at Opensignal, the team is leading the industry in enabling operators to link their network experience and market performance in a way that has never before been possible.

With offices in London, Boston and Victoria, British Columbia, we are truly global, with employees working across four continents and representing over 25 nationalities. We are an equal opportunity employer dedicated to building an inclusive and diverse workforce.",Unknown / Non-Applicable,http://www.opensignal.com/,
"Mavensoft Technologies, LLC.","https://www.glassdoor.com/Overview/Working-at-Mavensoft-Technologies-EI_IE425994.11,33.htm","Beaverton, OR",1 to 50 Employees,2004,Company - Private,Information Technology Support Services,,$1 to $5 million (USD),http://www.mavensoft.com/,
Strategic Employment,"https://www.glassdoor.com/Overview/Working-at-Strategic-Employment-Partners-EI_IE1083929.11,40.htm","Los Angeles, CA",51 to 200 Employees,2006,Company - Private,HR Consulting,"Strategic Employment Partners (SEP) is a premier Technology Recruiting and Placement firm that services Greater Los Angeles, Orange County, San Bernardino, San Francisco, Denver, Boston and New York. Our mission is to connect the area's most innovative and well-respected companies. We provide placement services for Full-time/Direct-hire, Contract-to-Hire, and Contract positions.",$1 to $5 million (USD),http://www.strategicemployment.com/,
Medasource,"https://www.glassdoor.com/Overview/Working-at-Medasource-EI_IE867918.11,21.htm","Indianapolis, IN",501 to 1000 Employees,2000,Company - Private,Health Care Services & Hospitals,"Medasource is a leading healthcare consulting and professional services firm that empowers clients with expertise and bandwidth by leveraging industry best practices and a robust network of niche talent. With 20+ years of experience, 200+ healthcare clients, 8000 consultants in the field, and delivery offices in 30 major U.S. cities, Medasource offers flexible human capital solutions and customized engagement models to tackle projects of any size or scope.",Unknown / Non-Applicable,http://www.medasource.com/,
Frequence,"https://www.glassdoor.com/Overview/Working-at-Frequence-EI_IE1677189.11,20.htm","Mountain View, CA",201 to 500 Employees,2010,Company - Private,Advertising & Public Relations,"Frequence is a leader in local advertising sales automation. Unlike other workflow software, Frequence is the most complete system on the market, connecting all aspects of digital advertising—sales, operations, and reporting—from beginning to end. We create smart, focused campaigns based on performance data from thousands of local and national media campaigns to level the playing field and make programmatic ad buying possible for smaller local businesses.

Frequence is a Top Workplace! Our people-first culture and distinctive mission set us apart from others in the industry. We are a team of 200+ engineers, managers, salespeople, developers, and designers who are passionate about using human ingenuity and innovative technology to solve real problems for the digital advertising industry.

Frequence is proud to be Certified as a Great Place to Work. We are also honored to be recognized by Bay Area News Group as a Top Workplaces Company for 2020 & 2021. And, Frequence ranked as one of the USA's fastest-growing private companies by Inc. Magazine. Join us and let’s see what we can build together.",Unknown / Non-Applicable,http://www.frequence.com/,
"Bright Pattern, Inc.","https://www.glassdoor.com/Overview/Working-at-Bright-Pattern-EI_IE860610.11,25.htm","San Bruno, CA",51 to 200 Employees,2010,Company - Private,Information Technology Support Services,"Bright Pattern was founded in 2010 by a team of contact center industry veterans with over 20 years experience building customer service software for enterprise-grade companies.

Bright Pattern’s founding team includes engineers who created enterprise contact center software while working at Genesys and Aspect and CRM solutions at FrontRange. From their prior work experience, they bring to Bright Pattern a profound understanding of what it takes to build feature rich customer service technology and have a deep commitment to the success of their customers. Today, Bright Pattern is combining these experiences to create cloud contact center solutions empowering mid and enterprise size businesses to offer great customer experience across all communication and messaging channels.

Our team prides itself on being at the forefront of technology innovations and market trends for communication. We invest heavily in research and development to bring those innovations to our customers and partners.",Unknown / Non-Applicable,http://www.brightpattern.com/,
Walker & Dunlop,"https://www.glassdoor.com/Overview/Working-at-Walker-and-Dunlop-EI_IE354637.11,28.htm","Bethesda, MD",1001 to 5000 Employees,1937,Company - Public (WD),Investment & Asset Management,"Walker & Dunlop has been funding the visions of commercial real estate owners and operators since 1937. With that experience comes the understanding that no two deals are the same—and that each deserves personal attention to tailor capital solutions that meet and exceed your specific needs, objectives, and expectations.

You’ll see that our combination of skilled specialists and access to capital delivers value that goes beyond dollars and cents. We look forward to putting our commercial real estate finance solutions to work for you.",$1 to $5 billion (USD),https://www.walkerdunlop.com/,
Leverege,"https://www.glassdoor.com/Overview/Working-at-Leverege-EI_IE1357289.11,19.htm","Rockville, MD",1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,"Industry leaders around the globe trust us to launch innovative IoT-enabled asset management applications to optimize operations, increase revenue, and delight customers.

As a culture-first company, we believe in amplifying human potential. We are constantly asking: how can we help people to achieve more with less effort, and enable them to do what was previously unimaginable? We believe that one of the best answers to this question lies in Internet of Things (IoT) technologies, with machines and computers doing what humans cannot so that humans are freed to do what only humans can. And so we believe that machines and computers are not substitutes for people, they are complements. Value is created when we seek to empower people, not make them obsolete.

Our company was founded in 2014 by Eric Conn and Steven Lee, long-time friends, entrepreneurs, and software engineers, with the mission to enable and accelerate the digital transformation of all organizations by providing software products and managed services that help them successfully implement and develop Internet of Things (IoT) applications. The two founders have nearly 50 years of hands-on experience designing and delivering transformative, mission-critical systems to both commercial and Governmental customers around the world.

One of their crowning achievements was developing the nation’s first comprehensive air defense system and delivering it to the US Air Force, NORAD, and the FAA 73 days after the events of 9/11. The groundbreaking system that they developed has been operational 24/7/365 since its original installation and has protected US citizens, foreign dignitaries, and Government officials from terrorist attacks for 18 years.",Unknown / Non-Applicable,http://leverege.com/,
Pet Supplies Plus,"https://www.glassdoor.com/Overview/Working-at-Pet-Supplies-Plus-EI_IE197428.11,28.htm","Livonia, MI",1001 to 5000 Employees,1988,Company - Private,Pet & Pet Supplies Stores,"At Pet Supplies Plus, we’re crazy for pets, too. With nearly 400 corporate and franchise locations in 29 states, Pet Supplies Plus is America’s favorite neighborhood pet store. Each location offers a wide array of pet food, pet products, grooming services and animal expertise all at a great value, allowing customers to spoil their pets even more. Friendly, knowledgeable staff get to know each pet and their owner by name and provide playful store experiences to remind them just how fun it is to own a pet. Pet Supplies Plus stores are large enough to house an incredible variety of food and equipment, yet small enough to still feel neighborly.

This growing Livonia, Michigan-based franchisor is ranked in Entrepreneur magazine’s 2015 & 2016 Annual Franchise 500® list as the Top Full-Service Pet Supplies Franchise for its exceptional performance in areas including financial strength and stability, growth rate, and system size. For more information, please visit www.petsuppliesplus.com",Unknown / Non-Applicable,http://www.petsuppliesplus.com/,
AvidXchange,"https://www.glassdoor.com/Overview/Working-at-AvidXchange-EI_IE356028.11,22.htm","Charlotte, NC",1001 to 5000 Employees,2000,Company - Public (AVDX),Software Development,"In 2000, we set out from Charlotte, North Carolina with a simple mission in mind: transform the way middle market companies pay their bills. We’ve grown quite a bit since then; we became a public company in 2021 and remain dedicated to continuously expanding our team, our footprint and our capabilities through strategic investments and acquisition of industry leading companies like FastPay, Core Associates and BankTEL Systems. Today, +1,600 teammates work across the U.S. in one of our seven offices or remotely.

We're more than just a technology company, we're a people company. We strive to create a workplace where every teammate feels comfortable to bring their full, authentic self to work every day. As entrepreneurs seeking innovative solutions to complex problems, we want every teammate to feel a strong sense of purpose and belonging. We also empower our teammates to have more flexibility, remove barriers, and own their growth & development.

Tired of the same-old, same-old? Join us and liberate your career!",$100 to $500 million (USD),http://www.avidxchange.com/about/careers,
Versant Health,"https://www.glassdoor.com/Overview/Working-at-Versant-Health-EI_IE2430143.11,25.htm","Linthicum Heights, MD",1001 to 5000 Employees,1917,Company - Private,Insurance Carriers,,Unknown / Non-Applicable,https://versanthealth.com/,
Squeeze Massage,"https://www.glassdoor.com/Overview/Working-at-Squeeze-EI_IE2439929.11,18.htm","Studio City, CA",1 to 50 Employees,2018,Company - Private,Beauty & Wellness,"We’re Squeeze, a feel-good company, from the Founders of Drybar.

A bit about us: Squeeze was designed to revolutionize the massage experience, from our forward-thinking technology to our dedication to team member experience. We are focused on the human side of business, and our goal is to be the best employer brand for massage therapists nationwide. We work to foster an inclusive environment, where everyone can shine bright. It’s so important that we’ve made it our company mission to be the best part of our guests’ and team members’ day.

Squeeze offers a completely fresh approach to a way better massage experience, all in a beautifully designed space. Personalized services allow guests to select massage preferences, choose their in-suite lighting and music, and rate, tip, and review all at their fingertips.

Additionally, we’ve partnered with an equally-minded “feel good” nonprofit. For every membership sold, Squeeze is helping to provide a day of canine support to a person with a disability through Canine Companions.

To learn more about joining The Feel-Good Revolution and see a video showcasing what our team members have to say, visit us at squeezemassage.com/joinus.",Unknown / Non-Applicable,http://www.squeezemassage.com/,
Antech Diagnostics,"https://www.glassdoor.com/Overview/Working-at-Antech-Diagnostics-EI_IE452163.11,29.htm","Fountain Valley, CA",1001 to 5000 Employees,,Company - Private,Health Care Services & Hospitals,"At the heart of Antech are two foundational truths — a deep affection for animals and a desire to see them live longer, healthier lives. We’re committed to supporting veterinary care teams with a flexible, can-do spirit resulting in healthy pets, happy pet parents, and a high-performing practice.",$500 million to $1 billion (USD),https://www.antechdiagnostics.com/,
Perfect Day,"https://www.glassdoor.com/Overview/Working-at-Perfect-Day-EI_IE7169798.11,22.htm","Berkeley, CA",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.perfectday.com/,
SJE,"https://www.glassdoor.com/Overview/Working-at-SJE-Rhombus-EI_IE1699956.11,22.htm","Detroit Lakes, MN",201 to 500 Employees,1975,Company - Private,Consumer Product Manufacturing,"Named the 2017 ESOP Company of the Year by the ESOP Association

We are a 100% employee owned company based out of Detroit Lakes, MN. Founded in 1975, we have grown into a leading manufacturer of reliable, trouble-free liquid level controls for the water, wastewater and sewage industries throughout the United States and Canada, as well as into global markets.",Unknown / Non-Applicable,http://www.sjerhombus.com/,
