company_name,headquarters,website,size,industry,founded,description,url,img_url,state/area,city
Amazon,"Seattle, WA",https://www.aboutamazon.com/,"10,001+ employees","Technology, Information and Internet",,"Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.

Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world.

Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind.

You'll also hear us say that at Amazon, it's always ""Day 1."" What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.",https://www.linkedin.com/company/amazon/about,https://media-exp1.licdn.com/dms/image/C560BAQHTvZwCx4p2Qg/company-logo_200_200/0/1612205615891?e=1677715200&v=beta&t=nW-BzP8SLIRTNIo0SAjZhgl6RWpOgMVeIN-FvUoEZCA,WA,Seattle
BlueTriton Brands,"Stamford, Connecticut",https://bluetriton.com/,"5,001-10,000 employees",Food and Beverage Services,,"BlueTriton Brands, the business formerly known as Nestlé Waters North America, offers an unrivaled portfolio of sustainable water brands for healthy hydration, including Poland Spring® Brand 100% Natural Spring Water, Splash and Pure Life®. We also own and operate the customizable water and beverage delivery service ReadyRefresh®.

Our business helps to manage natural resources for long-term sustainability, and conserves more than 20,000 acres of natural watershed area. We currently source water for six regional spring water brands from 42 active springs throughout the United States and Canada. We are committed to creating shared value and being a good neighbor in the more than 120 communities across North America.",https://www.linkedin.com/company/bluetritonbrands/about,https://media-exp1.licdn.com/dms/image/C4D0BAQGf3IX8--IMlg/company-logo_200_200/0/1657908419359?e=1677715200&v=beta&t=okNav6DP-AZIFwr_fDTKMt1h_kVgURGX22ZHSt-n0L0,CT,Stamford
RICH LTD.,"Oceanside, CA",http://www.richltd.com,11-50 employees,Advertising Services,1987.0,"RICH LTD. POP Displays is a leading provider of point-of-purchase displays, store fixtures and merchandising solutions. We have a 25-year proven track record and more than 4000 customers and end users worldwide, including many of the nation’s largest and most respected retailers and brands. We strive to offer our customers greater value than any other supplier in our industry by integrating superior design, a blended model of overseas and domestic manufacturing, comprehensive logistics and supply chain management, and extraordinary customer service.

An Integrated Solution
Whether you are looking for a stock display to make your retail debut or a sophisticated custom design for a chain-wide rollout, RICH LTD. can help you achieve maximum sales impact while realizing bottom-line savings. In addition to one of the most extensive lines of practical and affordable stock POP displays and retail store fixtures in the industry, we offer custom designs for every budget.  With more than two decades of overseas manufacturing experience and a domestic in-house millwork operation, we provide an integrated solution from concept design and prototyping through program management and in-store installation. Our custom designs encompass a broad range of materials, including metal, wood, plastic, glass, corrugated, LED lighting, graphics and more

Industries We Serve
Our experience also spans a broad range of industries, including food and beverage, apparel, accessories/fashion, cosmetics, toys, pet, automotive, consumer electronics, novelties, publishing, drug, grocery, sporting goods/action sports, home improvement, consumer products, entertainment, footwear, outdoor retail, and specialty retail. We invite you to learn more about our company and contact us to discuss a current or upcoming project.",https://www.linkedin.com/company/rich-inc./about,https://media-exp1.licdn.com/dms/image/C4D0BAQHksW5b4eoT7A/company-logo_200_200/0/1519856564324?e=1677715200&v=beta&t=B8OcXfo8jH-yGZ3K0W8tLuOLH13HcFoQak09U6RQE24,CA,Oceanside
GRUNDFOS,"Bjerringbro, Middle Jutland",https://www.grundfos.com,"10,001+ employees",Industrial Machinery Manufacturing,1945.0,"Pumps are our business. Every day, our energy efficient pumps provide comfort, deliver drinking water, remove wastewater, or help farmers water their crops all over the world. Just to mention some of our expertise. We set the standard within our work areas and keep raising the bar when it comes to energy efficiency and protecting the environment. Since 1945 we’ve honed our skills in order to produce the perfect pumps. Pumps which can move liquid to where it should be – using as little energy as possible, making a real difference for the people and the world we live in.",https://dk.linkedin.com/company/grundfos/about,https://media-exp1.licdn.com/dms/image/D4E0BAQEBLAptUJzo8Q/company-logo_200_200/0/1664528860824?e=1677715200&v=beta&t=-2ap7EvdJGmkYOzID5d4wwBAHtHe7SkdeiNcK3BhWHI,Middle Jutland,Bjerringbro
Axton Truck Equipment,"Cibolo, Texas",http://www.axtontruck.com,11-50 employees,Motor Vehicle Manufacturing,2005.0,"Axton Truck Equipment is a leading commercial truck and van upfitter in Texas.  With facilities in South and East Texas, we can provide complete upfits to you quickly across the state and across the country.

At Axton Truck Equipment, we operate as a team to provide our customers with application-specific solutions. We currently assist national customers by offering custom design and fabrication, in-house painting, and nationwide delivery. Through training, we are continuing to explore new methods to improve our customers’ experience.

We are also constantly partnering with manufacturers across the nation to provide clients with competitive pricing, shorter lead times, and the latest in truck equipment innovation. We have an extensive range of equipment available to meet our clients’ often-changing requirements.

Axton Truck Equipment is endorsed by NAFA Fleet Management Association and is NTEA MVP certified, ensuring you the highest quality and safety.

It is our mission to lead the industry in customer satisfaction and to set higher standards for the truck equipment market.  Please reach out to us today if we can help you in any way.",https://www.linkedin.com/company/axton-truck-equipment/about,https://media-exp1.licdn.com/dms/image/C560BAQGg_aGgZZA1-g/company-logo_200_200/0/1629391440679?e=1677715200&v=beta&t=5e_emZr_r2m9KoMiWYKpxM6RlzLrNUfCKKvCIQ05Uuk,TX,Cibolo
"Interior Logic Group, Inc.","Irvine, California",http://www.interiorlogicgroup.com,"1,001-5,000 employees",Design Services,,"Powered by our industry-leading technology platform, Interior Logic Group is the largest national provider of interior design and finish solutions for the building industry. Our scalable solutions increase homebuilder profitability, improve construction quality, and reduce cycle times. 

With more than 200 locations and over 100+ Design Studios, Interior Logic Group is the largest and most trusted installer of interior finishes for homebuilders in the United States. We partner with builders to provide and install flooring, cabinets, and countertops while also delivering exceptional service based on our local market scale and relationships. We also provide installation services and supply chain management for a diverse range of single family, multifamily, commercial, and repair and remodel customers.

ILG fosters a diverse entrepreneurial culture that delivers a competitive advantage via exceptional service, nimble decision making, and deep collaboration with customers, suppliers, and installers. We know great things happen when talent and opportunity cross paths. We empower our associates to be successful by promoting diversity and teamwork, providing opportunities for growth, and treating each other with dignity and respect. We are always looking for motivated individuals that are excited about jump starting their careers in a rapidly growing industry. If you value opportunities to grow from within, enjoy great benefits, and appreciate a healthy work-life balance, then there is a place for you here. Our current job openings are listed below: https://interiorlogicgroup.candidatecare.jobs/ ",https://www.linkedin.com/company/interior-logic-group/about,https://media-exp1.licdn.com/dms/image/C560BAQG42ZBCch4lpQ/company-logo_200_200/0/1593014796684?e=1677715200&v=beta&t=KNoFA9x15aHpcAw8CVu9zSF8ERY01iqRSOQYDUg4uBI,CA,Irvine
DHI Title,"Austin, Texas",http://DHITitle.com,201-500 employees,Real Estate,2004.0,"DHI Title Agency is a Settlement Services and Title Insurance Agency that operates within 32 markets in the U.S.  

Our Mission:
We shall consistently provide an unexpected level of care and service to the Client, compelling him/her to become a ""Customer for Life"". This can only be achieved in a work environment that attracts, retains, and develops honest, independent thinking and highly motivated teammates into an accountable decision-making team.",https://www.linkedin.com/company/dhi-title/about,https://media-exp1.licdn.com/dms/image/C4E0BAQGL1UpzKz57iw/company-logo_200_200/0/1600195182113?e=1677715200&v=beta&t=QDS4BlyohrK0ZiLnLH5jZ8BkVBOIin04m05ngDeDp8U,TX,Austin
Main Event,"Plano, TX",https://www.mainevent.com/careers,"5,001-10,000 employees",Entertainment Providers,1998.0,"Founded in 1998, Dallas-based Main Event Entertainment is rapidly growing, currently with 52 centers across the United States and new centers in the pipeline for continued expansion in the East, Midwest, and Southern regions. Serving more than 20 million guests annually, Main Event is the perfect place for families, young adults, and groups of all ages to have active FUN together. In June of 2022, Main Event became a part of the Dave and Buster’s family of brands. For more information, visit DaveandBusters.com",https://www.linkedin.com/company/main-event-entertainment/about,https://media-exp1.licdn.com/dms/image/C4D0BAQGZeXGKxfQYhg/company-logo_200_200/0/1563806724263?e=1677715200&v=beta&t=ND5oC9m5yEgH4UdpCbtoXhobLcutl9Xz8wzBjJ2xE8o,TX,Plano
Blue Shield of California,"Oakland, California",http://www.blueshieldca.com,"5,001-10,000 employees",Insurance,1939.0,"Blue Shield of California strives to create a healthcare system worthy of its family and friends that is sustainably affordable. 

Blue Shield of California is a tax-paying, nonprofit, independent member of the Blue Shield Association with 4.7 million members, 7,800 employees, and $22.9 billion in annual revenue. 

Founded in 1939 in San Francisco and now headquartered in Oakland, Blue Shield of California and its affiliates provide health, dental, vision, Medicaid and Medicare healthcare service plans in California. 

Blue Shield of California complies with applicable state laws and federal civil rights laws, and does not discriminate on the basis of race, color, national origin, ancestry, religion, sex, marital status, gender, gender identity, sexual orientation, age, or disability.

Blue Shield of California cumple con las leyes estatales y las leyes federales de derechos civiles vigentes, y no discrimina por motivos de raza, color, país de origen, ascendencia, religión, sexo, estado civil, género, identidad de género, orientación sexual, edad ni discapacidad.

Blue Shield of California 遵循適用的州法律和聯邦公民權利法律，並且不以種族、膚色、原國籍、血統、宗教、性別、婚姻
狀況、性別認同、性取向、年齡或殘障為由而進行歧視。",https://www.linkedin.com/company/blue-shield-of-california/about,https://media-exp1.licdn.com/dms/image/C4D0BAQEJF1BoHdLgRw/company-logo_200_200/0/1604334790315?e=1677715200&v=beta&t=CcvbpdPEf_cxs5S6x0EzmU-xnlarOLGdgmuIP7OZFso,CA,Oakland
"SBM Management Services, LP","McClellan, CA",http://www.sbmmanagement.com,"5,001-10,000 employees",Facilities Services,1982.0,"SBM was founded in 1982 in Sacramento, California by Charles Somers (CEO) and Don Tracy (EVP), providing service to the entire Northern California region. With the addition of Ron Alvarado as a partner in 1993, SBM embarked on its national expansion outside of California. Today, SBM employs more than 9,000 individuals servicing more than 350 million square feet throughout North America, Latin America, and Asia. Our success has been a direct result of SBM's proven performance, technology, service quality, and cost savings record that has led to new business opportunities, as well as organic growth among our existing customer base. Our market sectors include corporate headquarters, manufacturing, hospital/healthcare, pharmaceutical, defense, education, high-tech, sports and entertainment facilities and distribution.

The SBM mission is to provide the highest level of quality service, the safest working environment, and the most competitive cost, focusing on meeting or exceeding our customers’ expectations.

SBM is proud to be certified by the National Minority Supplier Development Council as a Minority Business Enterprise (MBE).",https://www.linkedin.com/company/sbm-site-services-llc/about,https://media-exp1.licdn.com/dms/image/C560BAQHnA_UV2t9bTQ/company-logo_200_200/0/1550009548051?e=1677715200&v=beta&t=4-Tz8wNF89rjbkzI4fCP-wBQLD1Xhl9JEHClyJ4VbOI,CA,McClellan
UNFI,"Providence, RI",http://www.unfi.com,"10,001+ employees",Food and Beverage Services,1978.0,"UNFI is North America’s Premier Food Wholesaler. We transform the world of food for our associates, customers, suppliers and the families we serve every day.  

With deeper full store selection and compelling brands for every aisle, built on an unmatched heritage in great food and fresh thinking. And smarter food solutions, from fulfillment to insights and beyond, that help entrepreneurs and major brands alike unlock their full potential and transform their businesses – for the better. 

Better Food. Better Future.",https://www.linkedin.com/company/unfi/about,https://media-exp1.licdn.com/dms/image/C560BAQGycOc-PyFOZQ/company-logo_200_200/0/1546883697953?e=1677715200&v=beta&t=y8xPWXqSsbVTwDqriCoMumjUHXHrRwJpafm4tDRlGUk,RI,Providence
Stellantis,,https://www.stellantis.com,"10,001+ employees",Motor Vehicle Manufacturing,,"Our storied and iconic brands embody the passion of their visionary founders and today’s customers in their innovative products and services: they include Abarth, Alfa Romeo, Chrysler, Citroën, Dodge, DS Automobiles, Fiat, Jeep®, Lancia, Maserati, Opel, Peugeot, Ram, Vauxhall and mobility brands Free2move and Leasys. Powered by our diversity, we lead the way the world moves – aspiring to become the greatest sustainable mobility tech company, not the biggest, while creating added value for all stakeholders as well as the communities in which we operate. ",https://www.linkedin.com/company/stellantis/about,https://media-exp1.licdn.com/dms/image/C4D0BAQHURyWugU5A4g/company-logo_200_200/0/1608225605867?e=1677715200&v=beta&t=chky_jzgopX1QWjuEDwkYxK41h-Qy_RpFaPxQqczfXY,,
Cart.com,"Austin, TX",https://www.cart.com,"1,001-5,000 employees",Software Development,2020.0,"Cart.com is the first end-to-end ecommerce software and service provider built to help Brands find more customers, sell in more places, and deliver their products more easily.

Cart.com provides tools that allow for a modular, data-rich, fully integrated approach to scaling up. We are on a mission to put Brands back in charge of their ecommerce journey and in control of their customer relationships.

Cart.com exists to help Brands crush scale.",https://www.linkedin.com/company/cartdotcom/about,https://media-exp1.licdn.com/dms/image/C560BAQEnk-LOajxrCw/company-logo_200_200/0/1661184717998?e=1677715200&v=beta&t=YaAut1lWXXwSOFxFM4xVmKgGouc1OQb5reccfX1ADr0,TX,Austin
The Container Store,"Coppell, Texas",http://www.containerstore.com,"5,001-10,000 employees",Retail,1978.0,"Founded in 1978 and based in Coppell, Texas, The Container Store is the nation’s original and leading retailer of storage and organization products, offering more than 10,000 innovative and multifunctional solutions designed to simplify customers’ lives, save space and, ultimately, save time.  The Container Store has locations from coast to coast that each average 25,000 square feet and a thriving online business. 

Since our inception, we've nurtured an employee-first culture coupled with our one-of-kind product collection and a high level of customer service delivered by our highly-trained organization experts. We start by putting employees first and staying true to our seven Foundation Principles™ — simple business philosophies that guide each decision we make. This commitment to our employees and culture has landed us on FORTUNE magazine’s list of “100 Best Companies to Work For” year after year.  

The Container Store operates by putting purpose before profits and is proud to be one of the pioneering companies in a movement called Conscious Capitalism. This includes a group of like-minded companies working together to change the face of business by optimizing the relationships of a business’ stakeholders — employees, customers, vendors, community and shareholders —  because it’s the right thing to do and it’s the most sustainable and fun form of business.",https://www.linkedin.com/company/the-container-store/about,https://media-exp1.licdn.com/dms/image/C4E0BAQGX0sH3A8O89w/company-logo_200_200/0/1644870938002?e=1677715200&v=beta&t=mxtLVPNefZLNJSf0VqeefyhXLTDaWWv8DqLfvRVn2Yc,TX,Coppell
Switch,"Saint Louis, MO",http://www.switch.us,51-200 employees,Advertising Services,1980.0,"Switch is an award-winning, full-service creative agency + production house that connects creative with production to bring ideas to life as envisioned and deliver impactful results as intended. And we’ve delivered all this and more for 40+ years.
Our home is a 100,000+ sq ft playground that includes our Creative Shop, Fabrication Shop, Print Shop, Staging, Event Technology, Video and Production Studio, Digital Lab and much more. And we invite you to take advantage of all of it.
We collaborate with you to understand your challenges and goals, and then identify the right solution to help you reach them. While our proven capabilities include live, virtual + hybrid events, business meetings, field marketing + brand immersions, trade shows + exhibits, digital marketing, branding + advertising, we don’t limit our thinking and doing to just one channel. We work to connect the dots between all of them.",https://www.linkedin.com/company/switchstl/about,https://media-exp1.licdn.com/dms/image/C560BAQHAukVrc4cqJg/company-logo_200_200/0/1654514928749?e=1677715200&v=beta&t=CRqhKS42vN8h_QGFMZWQVLdDcOJQ1Fn21XGOBF0NYvE,MO,Saint Louis
Baxter Management LLC,"Columbia, Tennessee",https://www.baxtercos.com/,11-50 employees,Business Consulting and Services,,"Baxter Management is a small business with a big heart. It has grown into a multi-faceted management group with investments in tech-based restaurants, health and wellness, and medical equipment services.

Baxter Management has a vision and pattern of continued growth, employing even more hard-working people, and making a difference in the communities we serve.",https://www.linkedin.com/company/baxter-management-llc/about,https://media-exp1.licdn.com/dms/image/C4E0BAQGqxyW2BivHPg/company-logo_200_200/0/1603980449053?e=1677715200&v=beta&t=joL_4tvAII5_tOmvyMXxy02wR_VwbH4Bkx41ux-d90s,TN,Columbia
Matlen Silver,"Somerville, New Jersey",http://www.matlensilver.com/,"1,001-5,000 employees",IT Services and IT Consulting,1980.0,"Let your experience be driven by our experience. For more than 40 years, Matlen Silver has delivered solutions for complex talent and technology needs to Fortune 500 companies and industry leaders. Led by hard work, honesty, and a trusted team of experts, we can say that Matlen Silver technology has created solutions experiences and a legacy of success that makes a difference in the way the world works. ",https://www.linkedin.com/company/matlen-silver/about,https://media-exp1.licdn.com/dms/image/C560BAQHQ7dB4QLgg6w/company-logo_200_200/0/1628167776138?e=1677715200&v=beta&t=TxEQZRd1po712hr2bSUc2rMk4RFoqpUVU6unZ0ihr9o,NJ,Somerville
Sentara Healthcare,"Norfolk, VA",http://www.sentara.com,"10,001+ employees",Hospitals and Health Care,1888.0,"Sentara Healthcare celebrates a 130-year history of innovation, compassion and community benefit.  Based in Norfolk, VA, Sentara is a diverse not-for-profit family of 12 hospitals, an array of integrated services and a team of nearly 30,000 strong on a mission to improve health every day.  This mandate is pursued through a disciplined strategy to achieve Top 10% performance in key measures through shared best practices, transformation of primary care through clinical integration and strategic growth that adds value to the communities we serve in Virginia and North Carolina. 

Like us on Facebook at www.facebook.com/sentarahealth
Follow us on Twitter at  www.twitter.com/sentarahealth ",https://www.linkedin.com/company/sentara-healthcare/about,https://media-exp1.licdn.com/dms/image/C560BAQEByWu0Tx0gcg/company-logo_200_200/0/1630595400330?e=1677715200&v=beta&t=X15VJu3EjRJG8eOW7b3imK3GrcgxMOWPyUqH30MFgxk,VA,Norfolk
Bayside Solutions,"San Ramon, California",http://www.baysidesolutions.com,51-200 employees,Staffing and Recruiting,2001.0,"Bayside Solutions is an industry-leading provider of staff augmentation and consulting services. Since 2001, we’ve built our company around a single concept – relationships. We focus on the people we serve. We’re straightforward, consistent and 100% accountable. We deliver more intelligent solutions that help our clients and candidates thrive.

Bottom line, we’ve raised the bar in workforce solutions.

Business and Technology Staffing
Your IT and telecom systems are essential to thriving in today’s global market. Having the right talent with the cutting-edge skills to develop, deploy and manage them is just as critical.

Clinical and Scientific
Bayside’s relationship-based recruiting approach makes us a true talent magnet. By giving our job candidates the respect and opportunities they deserve, we attract and retain the industry’s best – and that ultimately pays off for you.",https://www.linkedin.com/company/bayside-solutions/about,https://media-exp1.licdn.com/dms/image/C560BAQFyx9UCo3pu3Q/company-logo_200_200/0/1548866305392?e=1677715200&v=beta&t=WWmuQ74EKllWz86TGgp4UZKGrKzqRyNN55a60_Ehb7M,CA,San Ramon
JobsInLogistics.com,"North Miami Beach, FL",http://www.JobsInLogistics.com,11-50 employees,"Transportation, Logistics, Supply Chain and Storage",2000.0,"JobsInLogistics.com dominates the online recruiting industry, specializing in the logistics, supply chain, transportation, distribution, warehousing, freight brokerage, manufacturing, freight forwarding, purchasing and 3PL professions. Launched in 2000 as the very first job board dedicated solely to the logistics industry, JobsInLogistics.com has maintained its position as the largest and only relevant logistics job board to this day, attracting over 280,000+ industry professionals per month. In this niche field, JobsInLogistics.com attracts more qualified industry-specific candidates than any other source, yet at significantly lower prices.

JobsInLogistics.com provides companies with personalized ""hands-on"" customer service.  ""We are always pleased to assist clients with their job postings to ensure that they will generate the best exposure to target the right candidates. Most companies are amazed that we take the time to talk to them and use our industry knowledge to help them."" - Don Firth, President of JobsInLogistics.com

There is a commitment to produce top results for our users. Whether you are a job seeker or an employer, our staff is here to provide customer care with a 'personal touch'.",https://www.linkedin.com/company/jobsinlogistics-com/about,https://media-exp1.licdn.com/dms/image/C560BAQF6v60pGE6S8w/company-logo_200_200/0/1519912530907?e=1677715200&v=beta&t=FgKWf2-niV2_75BolBP2KJRrkY8_itBC_4v_PbHA5Z8,FL,North Miami Beach
Statewide Safety Systems,"Irvine, CA",http://www.statewidess.com,"501-1,000 employees",Construction,1987.0,"Statewide Safety Systems is one-stop shop for all the traffic planning and services, signage, equipment rentals, protective gear and everything needed for safely managing work zones.  

Keeping drivers, pedestrians, and workers safe calls for traffic control experts, professional crews, and the right equipment. As your “one-stop shop” you’ll get everything you need from Statewide.
We will help you plan your project or your event by surveying, creating site plans, obtaining permits, and ensuring compliance with state and local regulations. We also stock a wide selection of equipment and fleets, and help you choose exactly what you need for your workers and traffic control safety. We even provide specialized services like custom signage and training classes.

As a Certified Sign Fabricator, our sign division follows strict guidelines while
manufacturing traffic, regulatory, construction, warning, and guide signs.
Our quality control services will ensure that the value of your signs are current with the MUTCD, and properly serve their purpose of reducing the potential for accidents and injuries on the road.

Industries & markets we serve: 
Infrastructure
Road Maintenance
Government
Utilities
Special Events
Environmental
Rail

Looking for a career opportunity? At Statewide, we’re always looking for hard-working and diligent people. You will have an important role helping build America's road and utility infrastructure and directing traffic for special events. Join our team to do good for communities and do well for your
career. 

Email careers@statewidess.com for more information. ",https://www.linkedin.com/company/statewide-safety-systems/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFbsoOiV41Gog/company-logo_200_200/0/1645034611107?e=1677715200&v=beta&t=VDDNl-t5gDbjZvMTp-KAHxzED6NBnDdZtr3gBfFIsic,CA,Irvine
WellNow Urgent Care,"Chicago, Illinois",http://www.wellnow.com,"1,001-5,000 employees",Hospitals and Health Care,,"WellNow Urgent Care is one of the fastest-growing providers of urgent medical care, virtual care, occupational health services and clinical research in the United States. Opened in 2012, the company now operates more than 180 centers across New York, Illinois, Indiana, Ohio, Michigan and Wisconsin.",https://www.linkedin.com/company/wellnow-urgent-care/about,https://media-exp1.licdn.com/dms/image/D560BAQF9rhWmEpwnyw/company-logo_200_200/0/1666370025865?e=1677715200&v=beta&t=MK6O2JV8WILfq-oizZKvPyHO60iWEDZ92YMSKbJ-usk,IL,Chicago
Automobile Club of Southern California,"Costa Mesa, CA",https://careers.ace.aaa.com/,"5,001-10,000 employees",Insurance,,"When you join AAA, you become part of a team who comes together each day with a single mission in mind – delivering legendary service to help our members. And with over 16 million members, more than 14,000 employees, and hundreds of locations, that takes a lot of dedication and flexibility. You’ll also find we’re looking towards our future, finding ways to bring new, innovative products to meet our member’s changing needs.
 
Because of our growing organization, we are looking for those who are driven to be successful at AAA. You’ll have the opportunity to learn something new every day, and work with a team who can help grow your skills. Our employees contribute to our long-lasting stability by working hard together and supporting one another in positive ways.
 
Stability. Growth. And Commitment to an exciting future for both you and our members. Join us and see where your career can go with AAA.",https://www.linkedin.com/company/automobile-club-of-southern-california/about,https://media-exp1.licdn.com/dms/image/C560BAQG_ZqeL7HIvSA/company-logo_200_200/0/1541460190024?e=1677715200&v=beta&t=UL6o_joGRfuDR_PYA45CD-ZGXODmX7glGB7EXOPlpm8,CA,Costa Mesa
TeamPeople,"Falls Church, VA",http://www.teampeople.tv/,"501-1,000 employees",Staffing and Recruiting,2004.0,"From the highly creative to the intrinsically technical, our passion is building successful communications teams world-wide with our flexible and scalable approach. Talented and innovative people, customized workflows, tested business practices, a vast network of resources, and forward-thinking solutions are at the heart of the services we offer.

Acquired by System One Holdings in 2017, we rank as the 4th largest creative staffing provider, and 6th largest IT provider according to SIA. We operate on a global scale and our success is reflected in an impressive client list. We love what we do and create opportunities for others to do the same.

Reach out at engage@teampeople.tv for more information!

Check out our blog and other social channels:
-  Blog: https://www.teampeople.tv/workforce-solutions-blog
-  Facebook: https://www.facebook.com/TeamPeople/ 
-  Twitter: https://twitter.com/TeamPeopleTV 
-  Instagram: https://www.instagram.com/teampeopletv/",https://www.linkedin.com/company/teampeople/about,https://media-exp1.licdn.com/dms/image/C4D0BAQF4ks3BJuRUVQ/company-logo_200_200/0/1625164528741?e=1677715200&v=beta&t=9AjHmcv8XgHFdOMqvoa5i1fQzCZyMLFuoOnWq3jlN8s,VA,Falls Church
CLEAR (clearme.com),"New York , NY",http://clearme.com,"1,001-5,000 employees",Consumer Services,2010.0,"Founded in 2010, CLEAR’s mission is to create frictionless experiences. With more than 12+ million members and hundreds of partners across the world, CLEAR’s identity platform is transforming the way people live, work, and travel. Whether it’s at the airport, stadium, or right on your phone, CLEAR connects you to the things that make you, you - making everyday experiences easier, more secure, and more seamless. Since day one, CLEAR has been committed to privacy done right.",https://www.linkedin.com/company/clear-by-alclear-llc/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFrwD0HNYHBEA/company-logo_200_200/0/1625150259159?e=1677715200&v=beta&t=u6qL0EzRpGMzTbvmw6egWB2q3uO4zWV5wPyFyBD5ciU,NY,New York 
NBCUniversal,"New York City, NY",http://www.NBCUniversal.com,"10,001+ employees",Entertainment Providers,,"NBCUniversal owns and operates over 20 different businesses across 30 countries including a valuable portfolio of news and entertainment television networks, a premier motion picture company, significant television production operations, a leading television stations group, world-renowned theme parks and a premium ad-supported streaming service.

Here you can be your authentic self. As a company uniquely positioned to educate, entertain and empower through our platforms, Comcast NBCUniversal stands for including everyone. We strive to foster a diverse and inclusive culture where our employees feel supported, embraced and heard. We believe that our workforce should represent the communities we live in, so that together, we can continue to create and deliver content that reflects the current and ever-changing face of the world. ",https://www.linkedin.com/company/nbcuniversal-inc-/about,https://media-exp1.licdn.com/dms/image/C4E0BAQHEm_Niw0amtw/company-logo_200_200/0/1519856410540?e=1677715200&v=beta&t=1b-9gUaTCCd4DpnGP93_iAQWOdUewq3t2uXDwyfFgMQ,NY,New York City
Kreg Therapeutics,"Melrose Park, IL",http://www.kreg.us,51-200 employees,Medical Equipment Manufacturing,,"Since 1996, Kreg Therapeutics has been a provider of specialty medical equipment, focused on distributing support surfaces, bed frames, and bariatric equipment to nursing homes and hospitals.

At Kreg Therapeutics, we are committed to providing the best service through the highest degree of quality execution, a commitment to excellence and a passion to do the right thing. The strength of the relationships we build lets us grow attachment to our customers, drives our ability to expand, and differentiates us from others.The mutual respect and support we demonstrate for every customer, employee, and business partner enables our team to exceed expectations.

Kreg Therapeutics Inc. provides health care facilities with advanced specialty beds and support surfaces. Kreg products offer focused therapeutic treatment solutions for patients with complex needs as well as exclusive new products designed for today's most challenging patient care management issues.",https://www.linkedin.com/company/kreg-therapeutics/about,https://media-exp1.licdn.com/dms/image/C560BAQGA0QOJSgLCmw/company-logo_200_200/0/1519885914764?e=1677715200&v=beta&t=JcULfXVt3IidvX_TpfzgAG-C0dH_QhdmKKpbYdj4db4,IL,Melrose Park
Done Right Merchandising,"Mooresville, NC",http://www.DoneRightMerchandising.com,201-500 employees,Retail,2004.0,"Done Right Merchandising is a retail services provider specializing in new store setups, remodels, resets and fixture installations.  ",https://www.linkedin.com/company/done-right-merchandising/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFis8381b1OOQ/company-logo_200_200/0/1597864180952?e=1677715200&v=beta&t=8owoBxKF1iPFpkQYAyEgcJeASVDt18JJrhM1TCH2jUE,NC,Mooresville
PM Hotel Group,"Chevy Chase, MD",https://pmhotelgroup.com,"1,001-5,000 employees",Hospitality,1996.0,"People-first hospitality. At PM Hotel Group every team member is dedicated to delivering memorable guest experiences.  As a company we're committed to our core values of respect for one another, our communities and the planet. We manage with a dedication to sustainability, a tradition of teamwork and a passion for innovation and entrepreneurship. Committed to diversity + inclusion, our people-first mindset lies at the center of our corporate DNA. 

Our vision inspires our approach. We build relationships. We create value- driving top line revenue and bottom line results for our owners.

Join us and join the future of hospitality!",https://www.linkedin.com/company/pmhotelgroup/about,https://media-exp1.licdn.com/dms/image/C4D0BAQGR0G03pawBkg/company-logo_200_200/0/1626930231368?e=1677715200&v=beta&t=1S-IgyFsGkTIXepty5t8W9Sz4rzY0kGU8i90OZ-chnw,MD,Chevy Chase
Siemens,,http://www.siemens.com,"10,001+ employees",Automation Machinery Manufacturing,,"Siemens is a technology company focused on industry, infrastructure, transport, and healthcare. From more resource-efficient factories, resilient supply chains, and smarter buildings and grids, to cleaner and more comfortable transportation as well as advanced healthcare, the company creates technology with purpose adding real value for customers. By combining the real and the digital worlds, Siemens empowers its customers to transform their industries and markets, helping them to transform the everyday for billions of people. Siemens also owns a majority stake in the publicly listed company Siemens Healthineers, a globally leading medical technology provider shaping the future of healthcare. In addition, Siemens holds a minority stake in Siemens Energy, a global leader in the transmission and generation of electrical power. 
In fiscal 2021, which ended on September 30, 2021, the Siemens Group generated revenue of €62.3 billion and net income of €6.7 billion. As of September 30, 2021, the company had around 303,000 employees worldwide. Further information is available at www.siemens.com.",https://de.linkedin.com/company/siemens/about,https://media-exp1.licdn.com/dms/image/C4E0BAQH8OycY4UspgQ/company-logo_200_200/0/1656603399847?e=1677715200&v=beta&t=TlkjMvmgVX-nq3OUFu9DjFRKgh236WfWWm78yMgq27k,,
